number,title,image,year,location,color_1,color_2,color_3,color_4,color_5
271,Self-Portrait with Pipe,Van_Gogh_-_Selbstbildnis_mit_Pfeife1.jpeg,1886,"Van Gogh Museum, Amsterdam (F180)",#5E534A,#67594C,#413C35,#8F7766,#7D7269
272,Self-Portrait with Dark Felt Hat at the Easel,Van_Gogh_-_Selbstbildnis_mit_Filzhut_vor_der_Staffelei.jpeg,1886,"Van Gogh Museum, Amsterdam (F181)",#574E57,#473F47,#4E454E,#736B73,#363036
273,Still Life with a Bouquet of Daisies,Vase-with-Daisies_F197.jpg,1886,Philadelphia Museum of Art (F197),#8C763B,#5A3821,#2F1009,#745B15,#D7C57E
274,Ginger Jar Filled with Chrysanthemums,Van_Gogh_-_Ingwertopf_mit_Chrysantemen.jpeg,1886,Private collection (F198),#675140,#3D342F,#705845,#916D4E,#5E4A3D
275,Glass with Hellebores,Van_Gogh_-_Glas_mit_Nieswurz.jpeg,1886,Private collection (F199),#514852,#7D7781,#776E79,#7D747E,#BDB7C1
276,Geranium in a Flowerpot,Van_Gogh_-_Geranie_in_einem_Blumentopf.jpeg,1886,Private collection (F201),#9A6B4B,#45382D,#C7C29A,#969067,#6F5E48
277,Still Life with Bloaters also Smoked Herrings,Van_Gogh_-_Stillleben_mit_Bücklingen.jpeg,1886,"Kröller-Müller Museum, Otterlo (F203)",#9C7A4E,#3A342E,#5A4D40,#49433C,#786B60
278,Self-Portrait with Pipe,Van_Gogh_-_Selbstbildnis_mit_Pfeife.jpeg,1886,"Van Gogh Museum, Amsterdam (F208)",#504B49,#464141,#3F3B3B,#5A524E,#4D4845
279,Self-Portrait with Dark Felt Hat,Van_Gogh_-_Selbstbildnis_mit_dunklem_Filzhut.jpeg,1886,"Van Gogh Museum, Amsterdam (F208a)",#5E4A38,#544A3D,#625340,#3E352F,#827151
280,Skull of a Skeleton with Burning Cigarette,Vincent_van_Gogh_-_Head_of_a_skeleton_with_a_burning_cigarette_-_Google_Art_Project.jpg,1886,"Van Gogh Museum, Amsterdam (F212)",#342E13,#120F05,#3F381A,#514927,#968B5F
281,Fritillaries,Van_Gogh_-_Büschel_von_Schachbrettblumen.jpeg,1886,Location unknown (F214),#BEB7C1,#8B828D,#887E89,#87808A,#564E58
282,"Nude Study of a Little Girl, Seated",Van_Gogh_-_Akt_eines_sitzenden_kleinen_Mädchens.jpeg,1886,"Van Gogh Museum, Amsterdam (F215)",#A7834D,#6A5746,#6D5538,#745E45,#4F4135
283,"Portrait of a Woman, Facing Right",Van_Gogh_-_Bildnis_einer_Frau.jpeg,1886,"Van Gogh Museum, Amsterdam (F215b)",#645144,#6E5844,#373231,#57493F,#B59E69
284,Portrait of a Woman with Hat,Portrait_of_a_Woman_with_Hat_f_0215c.jpg,1886,"Van Gogh Museum, Amsterdam (F215c)",#3E3D28,#292D1B,#5C4B27,#4B462C,#6F5F3B
285,Portrait of a Woman Seated,Portrait_of_a_Woman_Seated_f_0215d.jpg,1886,"Van Gogh Museum, Amsterdam (F215d)",#222D1C,#393F28,#353B25,#4D4D32,#2F3722
286,Plaster Statuette of a Female Torso,Van_Gogh_-_Gipstorso_(weiblich)_in_Rückenansicht.jpeg,1886,"Van Gogh Museum, Amsterdam (F216a)",#6797B7,#20669B,#3C7DB1,#668898,#BBBFBB
287,Plaster Statuette of a Female Torso,WLANL_-_artanonymous_-_Plaster_Statuette_of_a_Female_Torso_(4).jpg,1886,"Van Gogh Museum, Amsterdam (F216b)",#36566E,#50738A,#C9BBA8,#74736A,#1E3141
288,Plaster Statuette of a Horse,WLANL_-_artanonymous_-_Plaster_Statuette_of_a_Horse.jpg,1886,"Van Gogh Museum, Amsterdam (F216c)",#4E676F,#677373,#A1A7A3,#103751,#3B5E6D
289,Plaster Statuette of a Female Torso,WLANL_-_artanonymous_-_Plaster_Statuette_of_a_Female_Torso_(2).jpg,1886,"Van Gogh Museum, Amsterdam (F216d)",#4E6A7E,#576E7A,#2A485E,#536061,#9DA19A
290,Plaster Statuette of a Male Torso,Van_Gogh_-_Gipstorso_(männlich).jpeg,1886,"Van Gogh Museum, Amsterdam (F216e)",#BDBCA8,#3879A0,#80825A,#829690,#46666A
291,Plaster Statuette of a Kneeling Man,WLANL_-_artanonymous_-_Plaster_Statuette_of_a_Kneeling_Man.jpg,1886,"Van Gogh Museum, Amsterdam (F216f)",#7F7F80,#635C5C,#B7BABD,#4B6176,#293C4E
292,Plaster Statuette of a Female Torso,WLANL_-_artanonymous_-_Plaster_Statuette_of_a_Female_Torso.jpg,1886,"Van Gogh Museum, Amsterdam (F216g)",#84807C,#5D5F5C,#AEAAA6,#758994,#687983
293,Plaster Statuette of a Female Torso,WLANL_-_artanonymous_-_Plaster_Statuette_of_a_Female_Torso_(1).jpg,1886,"Van Gogh Museum, Amsterdam (F216h)",#B4AEAB,#667D87,#78756E,#878782,#47585A
294,Plaster Statuette of a Female Torso,Van_Gogh_-_Gipstorso_(weiblich)1.jpeg,1886,"Van Gogh Museum, Amsterdam (F216i)",#565B58,#717D82,#8E7D76,#617B95,#9F9BA2
295,Plaster Statuette of a Female Torso,WLANL_-_artanonymous_-_Plaster_Statuette_of_a_Female_Torso_(3).jpg,1886,"Van Gogh Museum, Amsterdam (F216j)",#354647,#97968F,#7A766A,#C0B0A3,#4C7081
296,Bowl with Chrysanthemums,Bowl-with-Chrysanthemums_F217.jpg,1886,Private Collection (F217),#675531,#655F44,#505946,#968963,#3C3B27
297,Glass with Roses,Van_Gogh_-_Glas_mit_Rosen.jpeg,1886,"Van Gogh Museum, Amsterdam (F218)",#484E42,#313330,#41453E,#86764C,#676E5D
298,"Still Life with Apple, Meat, and Bread Rolls","Van_Gogh_-_Stillleben_mit_Apfelkorb,_Fleisch_und_Brötchen.jpeg", 1886," Kröller-Müller Museum, Otterlo (F219) (Attribution to Van Gogh doubtful)",#4F5147,#6F5D3E,#2D302E,#9D8158,#51462B
299,Vase with Carnations,Van_Gogh_-_Vase_mit_Nelken1.jpeg,1886,"Museum Boijmans Van Beuningen, Rotterdam, Netherlands (F220)",#635A47,#3B3832,#836145,#9D896E,#595242
300,"Pont du Carrousel and the Louvre, The",Van_Gogh_-_Pont_du_Carrousel_mit_Louvre.jpeg,1886,"Carlsberg Foundation, Copenhagen (F221)",#AFA37E,#8C8A6C,#BCAD7E,#CAC4B8,#927F46
301,"Fourteenth of July Celebration in Paris, The",Van_Gogh_-_Der_14._Juli_in_Paris.jpeg,1886,Private Collection (F222),#3D3526,#8B6A4C,#61594C,#735135,#948671
302,Lane at the Jardin du Luxembourg,Van_Gogh_-_Allee_im_Jardin_du_Luxembourg.jpeg,1886,"Sterling & Francine Clark Art Institute, Williamstown, Massachusetts (F223)",#A19F60,#797347,#C5BDBE,#B0A782,#9C9387
303,"Bois de Boulogne with People Walking, The",Van_Gogh_-_Spaziergänger_im_Bois_de_Boulogne.jpeg,1886,Private Collection (F224),#564F59,#817A84,#B7B1BB,#7F7882,#857E88
304,"Bois de Boulogne with People Walking, The",Van_Gogh_-_Spaziergänger_im_Bois_de_Boulogne1.jpeg,1886,"Noro Foundation, Curaçao, Netherlands Antilles (F225)",#7E6546,#98937F,#B9C5BB,#988F75,#B78E57
305,Le Moulin de la Galette,Van_Gogh_-_Le_Moulin_de_la_Galette1.jpeg,1886,"Stiftung Langmatt, Baden, Switzerland (F226)",#A48754,#DED3AE,#684E2A,#C09B36,#D6B74F
306,Le Moulin de la Galette,Van_Gogh_-_Le_Moulin_de_la_Galette3.jpeg,1886,"Kröller-Müller Museum, Otterlo, Netherlands (F227)",#544A3E,#99795E,#CED6DC,#C69C70,#9E9FA1
307,Le Moulin de la Galette,Vincent_Willem_van_Gogh_066.jpg,1886,"Neue Nationalgalerie, Berlin (F228)",#A68E80,#AB7B63,#BFBBB1,#462521,#7D564C
308,The Hill of Montmartre with Stone Quarry,Van_Gogh_-_Blick_auf_Montmartre_mit_Steinbruch_und_Mühlen.jpeg,1886,"Van Gogh Museum, Amsterdam (F229)",#969A7E,#94905A,#686841,#AFA874,#BEC1A4
309,"Hill of Montmartre with Quarry, The",Van_Gogh_-_Blick_auf_Montmartre_mit_Steinbruch_und_Mühlen1.jpeg,1886,"Van Gogh Museum, Amsterdam (F230)",#A08C77,#CBC9CA,#BBABA5,#6F5F4C,#B39D8F
310,View of Roofs and Backs of Houses,Van_Gogh_-_Blick_auf_die_Dächer_von_Paris.jpeg,1886,"Van Gogh Museum, Amsterdam (F231)",#7A6C62,#4E4339,#B39F8E,#78685C,#746558
311,Sloping Path in Montmartre,Van_Gogh_-_Kleiner_Weg_am_Montmartre.jpeg,1886,"Van Gogh Museum, Amsterdam (F232)",#685A3F,#423828,#897536,#897956,#BDA64F
312,Vase with Autumn Asters also Vase with Asters and Phlox,Van_Gogh_-_Vase_mit_Astern_und_Phlox.jpeg,1886,"Van Gogh Museum, Amsterdam (F234)",#A68869,#5A5746,#3F3829,#675840,#854F31
313,Vase with Hollyhocks,Van_Gogh_-_Vase_mit_Rosenmalven.jpeg,1886,Kunsthaus Zürich (F235),#6F4F2E,#B1943F,#D2B766,#A99056,#AA7654
314,Vase with White and Red Carnations,Vase-with-White-and-Red-Carnations_F236.jpg,1886,Private collection (F236),#9E948D,#343D3D,#4A4946,#505752,#192426
315,Vase with Gladioli and Carnations,Van_Gogh_-_Vase_mit_Gladiolen_und_Nelken1.jpeg,1886,"Museum Boijmans Van Beuningen, Rotterdam (F237)",#B54B3B,#775A3F,#493724,#C7B379,#947939
316,Terrace of a Cafe on Montmartre (La Guinguette),Van_Gogh_-_Gartenlokal_-La_Guinguette-_auf_dem_Montmartre.jpg,1886,"Musée d'Orsay, Paris (F238)",#635C3B,#8D8768,#BFBA94,#8D8254,#82855D
317,Vase with Zinnias and Geraniums,Van_Gogh_-_Vase_mit_Zinnien_und_Geranien.jpeg,1886,"National Gallery of Canada, Ottawa, Canada (F241)",#59544B,#6D5A48,#90806B,#605E56,#3B3935
318,Vase with Gladioli and Carnations,Van_Gogh_-_Vase_mit_Gladiolen_und_Nelken.jpeg,1886,Private collection (F242),#B5876D,#8E5743,#915D4C,#62473C,#AE664D
319,Vase with Carnations,Vase-with-Carnations_F243.jpg,1886,"Detroit Institute of Arts, Michigan (F243)",#6C4C3D,#C4AB9D,#64645F,#1C222A,#383C42
320,Vase with Myosotis and Peonies,Van_Gogh_-_Vase_mit_Vergißmeinnicht_und_Päonien.jpeg,1886,"Van Gogh Museum, Amsterdam (F243a)",#828165,#4A4D3A,#373729,#515441,#5A593D
321,Tambourine with Pansies,Van_Gogh_-_Tamburin_mit_Stiefmütterchen.jpeg,1886,"Van Gogh Museum, Amsterdam (F244)",#B69756,#98815E,#9B7F42,#BFA98D,#6B5429
322,Vase with Carnations,Van_Gogh_-_Vase_mit_Nelken.jpeg,1886,"Stedelijk Museum, Amsterdam (F245)",#69664C,#A39770,#484637,#6A6C53,#896842
323,Vase of white carnations and roses and bottle,Van_Gogh_-_Vase_mit_weißen_Nelken_und_Röschen_und_Flasche.jpeg, 1886,"Kröller-Müller Museum, Otterlo (F246) (Attribution to Van Gogh doubtful)",#6F6454,#564F41,#33332D,#8D6845,#A9885C
324,Vase with Red Gladioli,Vincent_Willem_van_Gogh_124.jpg,1886,Private collection (F247),#BB9960,#A52C10,#5C2C0F,#7B6028,#C1592B
325,Vase with Red Gladioli,Van_Gogh_-_Vase_mit_roten_Gladiolen.jpeg,1886,Private collection (F248),#4A4031,#A77C5C,#715035,#8C5E43,#695C49
326,Vase with Gladioli,Van_Gogh_-_Vase_mit_Gladiolen.jpeg,1886,"Van Gogh Museum, Amsterdam (F248a)",#6F7676,#545445,#989279,#696B54,#6D6E60
327,Vase with Red Gladioli,Van_Gogh_-_Vase_mit_roten_Gladiolen3.jpeg,1886,"Musée Jenisch, Vevey, Switzerland (F248b)",#31302B,#8F7766,#514D41,#585042,#605242
328,Bowl with Peonies and Roses,Van_Gogh_-_Schale_mit_Pfingstrosen_und_Rosen.jpeg,1886,"Kröller-Müller Museum, Otterlo, Netherlands (F249)",#5A564A,#776855,#5A4339,#AC9B7E,#81695B
329,"Bowl with Sunflowers, Roses and Other Flowers",Vincent_Willem_van_Gogh_123.jpg,1886,"Kunsthalle Mannheim, Mannheim, Germany (F250)",#8A5C4E,#7F6465,#574241,#77716C,#A59690
330,Bowl with Zinnias and Other Flowers also Vase with Zinnias and Other Flowers,Van_Gogh_-_Vase_mit_Feldblumen.jpeg,1886,"National Gallery of Canada, Ottawa, Canada (F251)",#A0A492,#363936,#677059,#70855C,#73726B
331,Vase with Zinnias,Van_Gogh_-_Vase_mit_Zinnien.jpeg,1886,"Kreeger Museum, Washington D.C. (F252)",#AA7A4D,#524033,#86653E,#79522B,#8C5937
332,"Still life with bottle, two glasses, cheese and bread","Van_Gogh_-_Stillleben_mit_Flasche,_Zwei_Gläsern,_Käse_und_Brot.jpeg",  1886," Van Gogh Museum, Amsterdam (F253)",#D5BA7B,#736957,#6F5D3D,#453F33,#9F753D
333,A Pair of Shoes,Vincent_Willem_van_Gogh_118.jpg,1886,"Van Gogh Museum, Amsterdam (F255)",#AA8B61,#735242,#7D5B44,#6B4A3B,#4F312C
334,Still Life with Mussels and Shrimps,Van_Gogh_-_Stillleben_mit_Muscheln_und_Garnelen.jpeg,1886,"Van Gogh Museum, Amsterdam (F256)",#AE8E6B,#714F3A,#A25846,#3D3531,#706153
335,White Vase with Roses and Other Flowers,Van_Gogh_-_Vase_mit_Rosen_und_anderen_Blumen.jpeg,1886,Private collection (F258),#7D7781,#7D7781,#827C86,#746D77,#7A747E
336,Vase with Carnations and Zinnias,Vase-with-Carnations-and-Zinnias_F259.jpg,1886,Private collection (F259),#353E35,#989073,#403824,#2B332A,#18221C
337,View of the Roofs of Paris,Van_Gogh_-_Blick_auf_Paris_gegen_Meudon.jpeg,1886,"Van Gogh Museum, Amsterdam (F261)",#7A8068,#ABAFB0,#C7CAD0,#A3AAA7,#A0A69F
338,View of Paris from Montmartre,Van_Gogh_-_Blick_auf_Paris_vom_Montemartre.jpeg,1886,"Kunstmuseum Basel, Basel, Switzerland (F262)",#C1B6B5,#A99C91,#978066,#827667,#A29387
339,Portrait of Père Tanguy,Van_Gogh_-_Bildnis_Père_Tanguy.jpeg,1886–87,"Ny Carlsberg Glyptotek, Copenhagen (F263)",#8E7453,#AA9163,#7B6850,#62584E,#7A6D5E
340,Outskirts of Paris,Van_Gogh_-_Am_Stadtrand_von_Paris.jpeg,1886,Private collection (F264),#847C74,#ABA5A5,#A5A0A2,#8A8179,#978C83
341,Shelter on Montmartre,Van_Gogh_-_Schuppen_am_Montmartre_mit_Sonnonblume.jpeg,1886,"Legion of Honor (museum), San Francisco (F264a)",#AF9C68,#C4B8B2,#716E4E,#A49A88,#9E969C
342,View of Paris from near Montmartre,View-of-paris-from-near-montmartre-1886.jpg,1886,"National Gallery of Ireland, Dublin (F265)",#D9DFD1,#95A8A5,#353228,#A59D8E,#757B71
343,The Hill of Montmartre also View of Montmartre with Windmills,Van_Gogh_-_Blick_auf_Montmartre_mit_Mühlen.jpeg,1886,"Kröller-Müller Museum, Otterlo, Netherlands (F266)",#8D775C,#967C49,#AB935E,#6F5938,#BFA782
344,Windmill on Montmartre (b/w copy),Van_Gogh_-_Windmühle_auf_dem_Montmartre.jpeg,1886,Destroyed by fire in 1967 (F271),#7B7680,#7B757F,#827E87,#A4A1AA,#7E7983
345,"Terrace and Observation Deck at the Moulin de Blute-Fin, Montmartre",Van_Gogh_-_Montmartre_bei_der_oberen_Mühle.jpeg,1886,Art Institute of Chicago (F272),#B1875D,#725941,#A49790,#C1BAB7,#DBDEE4
346,Le Moulin de Blute-Fin,Van_Gogh_-_Montmartre_mit_Mühlen_und_Gemüsegärten.jpeg,1886,"Bridgestone Museum of Art, Tokyo (F273)",#B9C1B9,#9D9881,#8F7551,#76715F,#4F4535
347,"Le Moulin de la Galette also The Blute-Fin Windmill, Montmartre",Van_Gogh_-_Le_Moulin_de_la_Galette.jpeg,1886,Kelvingrove Art Gallery and Museum Glasgow (F274),#7D8289,#4A4126,#676253,#877855,#A19F9B
348,Le Moulin de blute-fin,Le-Blute-Fin-Windmill-1886.jpg,1886,"Museum de Fundatie, Zwolle, Netherlands[5]",#A18F73,#73533A,#827058,#31200F,#D8D1BD
349,"Vase with cornflowers and poppies, peonies and chrysanthemums","Van_Gogh_-_Vase_mit_Mohn-_und_Kornblumen,_Pfingstrosen_und_Chrysanthemen.jpeg",  1886," Kröller-Müller Museum, Otterlo (F278) ",#C6A37C,#9B8563,#916C48,#524531,#847F5F
350,Vase with Red Poppies,Van_Gogh_-_Vase_mit_rotem_Klatschmohn.jpeg,1886,"Wadsworth Atheneum, Hartford (F279)  ",#6E5D4F,#6C6257,#715F4F,#716051,#6A5D51
351,Coleus Plant in a Flowerpot,Van_Gogh_-_Blumentopf_mit_Buntnessel.jpeg,1886,"Van Gogh Museum, Amsterdam (F281)",#8A764E,#B3A06C,#8190A5,#687079,#474A44
352,Cineraria in a Flowerpot,Van_Gogh_-_Blumentopf_mit_Aschenkraut.jpeg,1886,"Museum Boijmans Van Beuningen, Rotterdam, Netherlands (F282)",#191314,#3D342B,#2C2520,#8B7C5D,#4F473D
353,Still Life with Bloaters also Still Life: The Saurs Herrings,Van_Gogh_-_Stillleben_mit_Bücklingen1.jpeg,1886,"Kunstmuseum, Basel, Switzerland(F283)",#674A32,#9E7F63,#5B4C43,#3A3430,#4F5152
354,"Vase with Asters, Salvia and Other Flowers","Van_Gogh_-_Vase_mit_Astern,_Salbei_und_anderen_Blumen.jpeg",1886,"Gemeentemuseum Den Haag, The Hague, Netherlands(F286)",#7F6D5C,#614E40,#956C45,#3B312C,#C3A071
355,Vase with Gladioli and Lilac,Van_Gogh_-_Vase_mit_Gladiolen_und_Flieder.jpeg,1886,Private collection (F286a),#7A725B,#44473E,#785F49,#82837D,#C2B4A2
356,Poppy Flowers also Vase with Viscaria,Van_Gogh_-_Vase_mit_Pechnelken.jpeg,1886,"Stolen August 2010 from Mohammed Mahmoud Khalil palace, Cairo (F324a)",#D1AF37,#8C6224,#5E503A,#5D401A,#372B1E
357,Vase with Red and White Carnation on a Yellow Background,Van_Gogh_-_Vase_mit_roten_und_weißen_Nelken_auf_gelbem_Hintergrund.jpeg,1886," Kröller-Müller Museum, Otterlo (F327) (Attribution to Van Gogh doubtful)",#6C583E,#977F58,#CFAA5A,#B19063,#AB7B4B
358,A Pair of Shoes,Van_Gogh_-_Ein_Paar_Schuhe3.jpeg,1886,"Van Gogh Museum, Amsterdam (F331)",#97894F,#7A7B4D,#565A33,#A9A876,#C99F51
359,Three Pairs of Shoes,Van_Gogh_-_Drei_Paar_Schuhe.jpeg,1886,"Harvard Art Museums (Fogg Art Museum), Harvard University, Cambridge (F332)",#3E3930,#AFA07B,#70685B,#71664E,#7C6C4B
360,Le Moulin de la Galette,Van_Gogh_-_Le_Moulin_de_la_Galette5.jpeg,1886,"Museo Nacional de Bellas Artes (Buenos Aires), Argentina (F348)",#C4C2A1,#BFD6D8,#625730,#99956E,#9BB6B5
361,Le Moulin de la Galette,Van_Gogh_-_Le_Moulin_de_la_Galette8.jpeg,1886,"Carnegie Museum of Art, Pittsburg (F348a)",#8C9B79,#7F8D50,#A6A778,#647668,#A1B7CA
362,Le Moulin de la Galette,Van_Gogh_-_Le_Moulin_de_la_Galette4.jpeg,1886,Private collection (F349),#809CA7,#5B6655,#C4C5C2,#97A39E,#AAA17E
363,Vase with Carnations and Other Flowers,Van_Gogh_-_Vase_mit_Nelken_und_anderen_Blumen.jpeg,1886,"Kreeger Museum, Washington D.C. (F596)",#534836,#6B776C,#BEAD8E,#788996,#56665B
364,Still Life with Scabiosa and Ranunculus,Van_Gogh_-_Stillleben_mit_Skabiosen_und_Ranunkeln.jpeg,1886,"Takahata Art Gallery, Osaka (F666)",#856852,#A3866D,#715944,#896A52,#866E57
365,Vase with Peonies,Van_Gogh_-_Vase_mit_Pfingstrosen.jpeg,1886,Private collection (F666a),#525541,#8D6549,#363530,#6C745B,#BEB6A2
366,"Still Life with Meat, Vegetables and Pottery","Van_Gogh_-_Stillleben_mit_Fleisch,_Gemüse_und_Steingut.jpeg",1886,Private collection (F1670),#AEA9B2,#403A44,#69636C,#615B64,#706973
367,"Still Life with Two Herrings, a Cloth and a Glass","Van_Gogh_-_Stillleben_mit_Heringen,_Serviette_und_Glas.jpeg",1886,Private collection (F1671),#9E969F,#524952,#605760,#3B343C,#574E57
368,"Twilight, before the Storm: Montmartre",Van_Gogh_-_Blick_auf_Montemartre_vor_einem_Gewitter.jpeg,1886,Private collection (F1672),#857F89,#9A959E,#757079,#403A44,#C9C5CE
369,Bowl with Daffodils,Bowl_with_Daffodils_van_Gogh_jh_add01.jpg,1886,"Private collection (F none, Add 1)",#5A5F58,#A0A49D,#4D524B,#525750,#3C413A
370,Vase with Gladioli,Bowl_with_Daffodils_van_Gogh_jh_add01.jpg,1886,"Private collection (F none, JH none)",#676B63,#555A53,#4F544D,#50554E,#51564F
371,Still life with meadow flowers and roses,Still_life_with_meadow_flowers_and_roses_Van_Gogh_1886.jpg,1886,"Kröller-Müller Museum, Otterlo, Netherlands",#BCB59F,#201F16,#736B59,#46524D,#5B4028
372,Portrait of the Art Dealer Alexander Reid; Sitting in an Easy Chair,Portrait_of_Alexander_Reid.jpg,1886–87,"Fred Jones Jr. Museum of Art, Norman, Oklahoma (F270) ",#AB8756,#896439,#5B442E,#B7AA88,#877558
373,Portrait of a Man with a Moustache,Van_Gogh_-_Bildnis_eines_Mannes_mit_Schnurrbart.jpeg,1886–87,Location unknown (F288),#4B454C,#A39DA6,#565057,#675F68,#342F35
374,Portrait of a Man with a Skull Cap (Etienne-Lucien Martin),Van_Gogh_-_Bildnis_eines_Mannes_mit_Käppchen.jpeg,1886–87,"Van Gogh Museum, Amsterdam (F289)",#979D99,#6A7F7F,#9E7F59,#B7B5B0,#51655E
375,Self-Portrait with Grey Felt Hat,Van_Gogh_Self-Portrait_with_Grey_Felt_Hat_1886-87_Rijksmuseum.jpg,1886-87,"Rijksmuseum, Amsterdam (F295)",#95978C,#847968,#4E5958,#5E7378,#6E6F62
376,Portrait of a Woman (Madame Tanguy?),Van_Gogh_-_Bildnis_einer_Frau_(Madame_Tangux).jpeg,1886–87?,"Kunstmuseum, Basel, Switzerland (F357)",#AA8056,#443D2F,#77543B,#85725D,#685E4B
377,Self-Portrait with Felt Hat (reverse image),Van_Gogh_-_Selbstbildnis_mit_Strohhut1.jpeg,1887,"Van Gogh Museum, Amsterdam, Netherlands (F61v)",#677372,#969B8A,#A17C4C,#454B4B,#CEAC60
378,Self-portrait,Self-Portrait9_Van_Gogh.jpg,1887,"Van Gogh Museum, Amsterdam (F77v)",#5A5F3D,#58492D,#31231E,#8C5726,#9E9259
379,Self-Portrait,Van_Gogh_-_Selbsbildnis13.jpeg,1887,"Van Gogh Museum, Amsterdam (F109v)",#676A62,#A59979,#6D5437,#926B44,#403B36
380,Self-Portrait with Straw Hat and a Pipe (reverse image),Van_Gogh_-_Selbstbildnis_mit_Strohhut_und_Pfeife.jpeg,1887,"Van Gogh Museum, Amsterdam (F179v)",#A0805D,#715946,#585554,#484341,#566A72
381,Fritillaries in a Copper Vase,Van_Gogh_-_Kaiserkronen_in_einer_Kupfervase.jpeg,1887,"Musée d'Orsay, Paris (F213)",#A7734A,#6A7980,#888E7D,#655C4E,#C4A673
382,Plaster Statuette of a Female Torso,Van_Gogh_-_Gipstorso_(weiblich)8.jpeg,1887–88,Private collection (F216),#919C9B,#A1B1B4,#C1CCC9,#CFC88F,#666B70
383,Roadway with Underpass (The Viaduct),Van_Gogh_-_Viadukt_in_Paris.jpeg,1887,"Solomon R. Guggenheim Museum, New York (F239)",#534730,#D1AF82,#937046,#B68B53,#988467
384,The Seine Bridge at Asnieres,Van_Gogh_-_Seinebrücke_bei_Asnières.jpeg,1887,Private collection (F240) ,#6791AB,#949C85,#84A8C4,#6C6F59,#ABBCCE
385,Still Life with Apples,Van_Gogh_-_Stillleben_mit_Äpfeln.jpeg,1887–88,"Van Gogh Museum, Amsterdam (F254)",#534F40,#76614F,#433A2F,#645040,#644232
386,Self-Portrait with Pipe and Glass,Van_Gogh_-_Selbstbildnis_mit_Pfeife_und_Glas.jpeg,1887,"Van Gogh Museum, Amsterdam (F263a)",#695844,#846D56,#906640,#C09C64,#A7744A
387,Factories Seen from a Hillside in Moonlight,Van_Gogh_-_Landschaft_mit_Fabriken_im_Mondlicht.jpeg,1887,"Van Gogh Museum, Amsterdam (F266a)",#859767,#829C70,#85A281,#A3B37F,#6C734A
388,Self-Portrait,Self-Portrait2.jpg,1887,"Van Gogh Museum, Amsterdam (F267)",#495447,#787D6B,#A7A692,#657162,#6D7767
389,Self-Portrait,Self-Portrait6.jpg,1887,"Wadsworth Atheneum, Hartford, Connecticut (F268)",#4E4F54,#2E2E38,#494A51,#807F77,#6D5A42
390,Self-Portrait,Self-Portrait7.jpg,1887,"Van Gogh Museum, Amsterdam (F269v)",#1A1E19,#22170B,#6A4926,#090D09,#342B1F
391,Chestnut Tree in Blossom,Van_Gogh_-_Blühender_Kastanienbaum.jpeg,1887,"Van Gogh Museum, Amsterdam (F270a)",#78845E,#737D59,#75815D,#7D8A69,#6D7755
392,Lane in Voyer d'Argenson Park at Asnieres,Van_Gogh_-_Weg_im_Park_Voyer_d'Argenson_in_Asnières.jpeg,1887,"Yale University Art Gallery, New Haven, Connecticut (F275)",#555340,#A1A5A4,#8B8A65,#D1CFBB,#7C8089
393,Lane in Voyer d'Argenson Park at Asnieres,Van_Gogh_-_Weg_im_Park_Voyer_d'Argenson_in_Asniéres.jpeg,1887,"Yale University Art Gallery, New Haven, Connecticut (F276)",#9BA0A8,#BCAD6E,#CACAC2,#AEA38A,#7A744C
394,Avenue in Voyer d'Argenson Park at Asnieres,Van_Gogh_-_Allee_im_Park_d'Argenson_in_Asnierès.jpeg,1887,Private collection (F277),#837D87,#86808A,#76717A,#807A84,#736D77
395,Still Life with Bloaters and Garlic,Van_Gogh_-_Stillleben_mit_Bücklingen_und_Knoblauchzwiebeln.jpeg,1887,"Bridgestone Museum of Art, Tokyo (F283b)",#B99456,#98764C,#956F41,#A37C49,#67523A
396,Lilacs,Van_Gogh_-_Flieder.jpeg,1887,"Hammer Museum, Los Angeles (286b)",#BD643E,#6B4E2D,#D19F91,#A37551,#7C6B49
397,Trees in a Field on a Sunny Day,Van_Gogh_-_Baumstämme_im_Sonnenlicht.jpeg,1887,"Private collection, Amsterdam (F291)",#B38D7A,#99817A,#C1A395,#6B5448,#D0BEB8
398,Boulevard de Clichy,Van_Gogh_-_Boulvard_de_Chlichy.jpeg,1887,"Van Gogh Museum, Amsterdam (F292)",#ACA88B,#BAB28C,#898364,#ADAD9D,#CBC7BB
399,The Banks of the Seine,Van_Gogh_-_Seineufer.jpeg,1887,"Van Gogh Museum, Amsterdam (F293)",#685D49,#95928C,#BFB4A4,#BCA37A,#A08765
400,Portrait of Theo van Gogh,"Vincent_van_Gogh,_Portrait_of_Theo_van_Gogh_(1887).jpg",1887,"Van Gogh Museum, Amsterdam (F294)",#B48862,#653A2A,#252F48,#131429,#3D485E
401,Self-Portrait with Grey Felt Hat,Vincent_Willem_van_Gogh_108.jpg,1887,"Van Gogh Museum, Amsterdam (F296)",#696465,#8E6E6F,#775254,#575A63,#504044
402,Skull,Van_Gogh_-_Schädel1.jpeg,1887–88,"Van Gogh Museum, Amsterdam (F297)",#D1C064,#81784E,#BFA241,#A09A6C,#AE9A5A
403,Skull,Van_Gogh_-_Schädel.jpeg,1887–88,"Van Gogh Museum, Amsterdam (F297a)",#CEB353,#D2C48D,#796F4C,#C0C3B3,#A8A280
